,match_date,match_map,match_mode,match_duration,match_result,champ_name,champ_kills,champ_deaths,champ_assists,champ_farm,champ_gold,champ_level,champ_first_spell,champ_second_spell
0,2020-07-09,Summoner's Rift,Normal (Draft Mode),36.58333333333332,defeat,Miss Fortune,7,10,9,164,12200,15,SummonerHeal,SummonerFlash
1,2020-07-09,Howling Abyss,,31.066666666666663,victory,Miss Fortune,20,9,33,172,22100,18,SummonerHeal,SummonerFlash
2,2020-07-09,Summoner's Rift,Ranked (Draft Mode),36.06666666666666,victory,Xayah,12,4,4,269,17400,16,SummonerHeal,SummonerFlash
3,2020-07-08,Summoner's Rift,Normal (Draft Mode),30.53333333333333,defeat,Miss Fortune,6,6,7,188,11000,13,SummonerHeal,SummonerFlash
4,2020-07-08,Summoner's Rift,Normal (Draft Mode),3.333333333333333,earlysurrender,Xayah,0,0,1,16,1200,3,SummonerHeal,SummonerFlash
5,2020-07-08,Summoner's Rift,Normal (Draft Mode),40.18333333333332,victory,Miss Fortune,14,7,8,263,18000,17,SummonerHeal,SummonerFlash
6,2020-07-08,Summoner's Rift,Normal (Draft Mode),43.68333333333332,victory,Miss Fortune,25,7,5,314,24300,18,SummonerHeal,SummonerFlash
7,2020-07-07,Summoner's Rift,Normal (Draft Mode),31.2,defeat,Malphite,9,10,6,160,12000,15,SummonerTeleport,SummonerFlash
8,2020-07-07,Summoner's Rift,Normal (Draft Mode),32.9,defeat,Caitlyn,1,10,9,161,9600,15,SummonerHeal,SummonerFlash
9,2020-07-07,Summoner's Rift,Normal (Draft Mode),35.5,victory,Miss Fortune,15,3,6,261,16700,17,SummonerBoost,SummonerFlash
10,2020-07-07,Summoner's Rift,Normal (Draft Mode),3.6666666666666665,earlysurrender,Senna,0,1,1,0,995,2,SummonerBoost,SummonerFlash
11,2020-07-05,Summoner's Rift,Normal (Draft Mode),33.68333333333333,defeat,Miss Fortune,18,9,13,345,21400,18,SummonerHeal,SummonerFlash
12,2020-07-05,Summoner's Rift,Normal (Draft Mode),31.25,defeat,Miss Fortune,6,4,8,207,11500,14,SummonerHeal,SummonerFlash
13,2020-07-05,Summoner's Rift,Normal (Draft Mode),28.383333333333333,victory,Miss Fortune,13,6,8,166,12800,14,SummonerHeal,SummonerFlash
14,2020-07-04,Summoner's Rift,Ranked (Draft Mode),34.95,victory,Caitlyn,12,5,9,180,15100,16,SummonerHeal,SummonerFlash
15,2020-07-04,Summoner's Rift,Ranked (Draft Mode),41.033333333333324,defeat,Aphelios,7,9,10,228,14200,16,SummonerHeal,SummonerFlash
16,2020-07-03,Summoner's Rift,Ranked (Draft Mode),27.8,defeat,Caitlyn,4,7,15,128,9200,13,SummonerHeal,SummonerFlash
17,2020-07-03,Summoner's Rift,Ranked (Draft Mode),35.45,victory,Xayah,8,5,7,260,15100,16,SummonerHeal,SummonerFlash
18,2020-07-03,Summoner's Rift,Ranked (Draft Mode),25.633333333333333,victory,Miss Fortune,9,2,10,155,12300,13,SummonerHeal,SummonerFlash
19,2020-07-02,Summoner's Rift,Ranked (Draft Mode),36.83333333333332,defeat,Caitlyn,11,9,13,185,13800,14,SummonerHeal,SummonerFlash
20,2020-07-02,Summoner's Rift,Ranked (Draft Mode),37.06666666666666,defeat,Xayah,7,7,12,228,13400,15,SummonerHeal,SummonerFlash
21,2020-07-02,Summoner's Rift,Ranked (Draft Mode),3.3666666666666663,earlysurrender,Caitlyn,0,0,0,14,929,2,SummonerHeal,SummonerFlash
22,2020-07-02,Summoner's Rift,Ranked (Draft Mode),21.566666666666663,victory,Ashe,2,1,4,154,7300,10,SummonerHeal,SummonerFlash
23,2020-07-02,Summoner's Rift,Ranked (Draft Mode),31.616666666666664,defeat,Thresh,3,8,18,37,8800,13,SummonerExhaust,SummonerFlash
24,2020-07-02,Summoner's Rift,Ranked (Draft Mode),24.26666666666666,victory,Ezreal,4,3,5,118,7700,12,SummonerHeal,SummonerFlash
25,2020-07-02,Summoner's Rift,Ranked (Draft Mode),19.18333333333333,defeat,Xayah,0,2,2,90,4800,9,SummonerHeal,SummonerFlash
26,2020-07-02,Summoner's Rift,Ranked (Draft Mode),31.55,victory,Miss Fortune,12,6,14,208,15400,16,SummonerHeal,SummonerFlash
27,2020-07-02,Summoner's Rift,Ranked (Draft Mode),24.15,victory,Thresh,2,3,4,37,6900,12,SummonerDot,SummonerFlash
28,2020-07-02,Summoner's Rift,Ranked (Draft Mode),24.26666666666666,defeat,Miss Fortune,10,7,8,130,9800,12,SummonerHeal,SummonerFlash
29,2020-07-01,Summoner's Rift,Ranked (Draft Mode),42.5,victory,Xayah,10,9,12,273,18300,18,SummonerHeal,SummonerFlash
30,2020-07-01,Summoner's Rift,Ranked (Draft Mode),30.45,defeat,Xayah,1,2,5,199,9500,13,SummonerHeal,SummonerFlash
31,2020-07-01,Summoner's Rift,Normal (Draft Mode),20.85,victory,Veigar,2,1,3,148,7000,12,SummonerTeleport,SummonerFlash
32,2020-07-01,Summoner's Rift,Normal (Draft Mode),26.5,defeat,Xerath,1,5,4,121,6800,13,SummonerBarrier,SummonerFlash
33,2020-07-01,Summoner's Rift,Normal (Draft Mode),34.2,victory,Veigar,6,6,13,172,12200,16,SummonerTeleport,SummonerFlash
34,2020-07-01,Howling Abyss,Custom,27.11666666666666,victory,Zed,8,14,17,51,15600,18,SummonerDot,SummonerFlash
35,2020-06-30,Summoner's Rift,Ranked (Draft Mode),23.93333333333333,defeat,Miss Fortune,3,7,7,128,8400,12,SummonerHeal,SummonerFlash
36,2020-06-30,Summoner's Rift,Ranked (Draft Mode),29.65,victory,Ezreal,4,4,2,137,9700,13,SummonerHeal,SummonerFlash
37,2020-06-30,Summoner's Rift,Ranked (Draft Mode),27.8,victory,Ashe,10,5,12,119,10800,13,SummonerHeal,SummonerFlash
38,2020-06-30,Summoner's Rift,Ranked (Draft Mode),30.23333333333333,victory,Miss Fortune,5,2,8,192,11500,14,SummonerHeal,SummonerFlash
39,2020-06-30,Summoner's Rift,Ranked (Draft Mode),46.38333333333332,victory,Xayah,8,3,10,338,18600,18,SummonerHeal,SummonerFlash
40,2020-06-29,Summoner's Rift,Ranked (Draft Mode),37.033333333333324,defeat,Xayah,6,7,6,221,13100,15,SummonerHeal,SummonerFlash
41,2020-06-28,Summoner's Rift,Ranked (Draft Mode),40.133333333333326,defeat,Xayah,13,5,12,327,18300,18,SummonerHeal,SummonerFlash
42,2020-06-28,Summoner's Rift,Ranked (Draft Mode),29.9,victory,Xayah,13,5,13,227,15700,15,SummonerHeal,SummonerFlash
43,2020-06-28,Summoner's Rift,Ranked (Draft Mode),25.883333333333333,victory,Caitlyn,3,2,8,159,9200,12,SummonerHeal,SummonerFlash
44,2020-06-27,Summoner's Rift,Ranked (Draft Mode),25.4,victory,Ezreal,3,5,8,137,8400,12,SummonerHeal,SummonerFlash
45,2020-06-27,Summoner's Rift,Ranked (Draft Mode),36.86666666666666,victory,Thresh,7,8,23,43,12500,16,SummonerDot,SummonerFlash
46,2020-06-27,Summoner's Rift,Ranked (Draft Mode),25.45,victory,Thresh,7,9,17,28,8800,13,SummonerDot,SummonerFlash
47,2020-06-27,Summoner's Rift,Ranked (Draft Mode),32.95,defeat,Caitlyn,6,5,4,205,11400,14,SummonerHeal,SummonerFlash
48,2020-06-26,Summoner's Rift,Ranked (Draft Mode),30.16666666666666,victory,Aphelios,5,3,8,191,12000,14,SummonerHeal,SummonerFlash
49,2020-06-26,Howling Abyss,,16.8,defeat,Leona,0,9,11,13,8000,14,SummonerSnowball,SummonerFlash
50,2020-06-25,Howling Abyss,,21.066666666666663,defeat,Fiddlesticks,9,10,18,52,12900,17,SummonerSnowball,SummonerFlash
51,2020-06-25,Howling Abyss,,14.883333333333331,defeat,Pyke,12,6,9,19,11800,15,SummonerBoost,SummonerFlash
52,2020-06-25,Summoner's Rift,Normal (Draft Mode),42.4,defeat,Ashe,10,12,13,212,16400,17,SummonerHeal,SummonerFlash
53,2020-06-24,Summoner's Rift,Normal (Draft Mode),42.533333333333324,defeat,Thresh,1,11,12,48,9400,16,SummonerDot,SummonerFlash
54,2020-06-24,Summoner's Rift,Normal (Draft Mode),36.916666666666664,defeat,Senna,3,8,19,50,9700,16,SummonerExhaust,SummonerFlash
55,2020-06-24,Summoner's Rift,Normal (Draft Mode),34.516666666666666,victory,Xayah,4,9,8,201,12100,16,SummonerHeal,SummonerFlash
56,2020-06-24,Summoner's Rift,Normal (Draft Mode),36.18333333333332,victory,Ezreal,4,6,14,192,12700,15,SummonerHeal,SummonerFlash
57,2020-06-22,Summoner's Rift,Ranked (Draft Mode),28.41666666666666,defeat,Ashe,3,9,5,142,9100,13,SummonerHeal,SummonerFlash
58,2020-06-22,Summoner's Rift,Ranked (Draft Mode),24.31666666666666,victory,Ashe,4,1,8,135,9600,13,SummonerHeal,SummonerFlash
59,2020-06-20,Summoner's Rift,,40.73333333333333,defeat,Syndra,7,7,7,214,14100,16,SummonerBarrier,SummonerFlash
60,2020-06-20,Summoner's Rift,,31.066666666666663,defeat,Ashe,1,3,4,230,9700,13,SummonerHeal,SummonerFlash
61,2020-06-20,Summoner's Rift,Ranked (Draft Mode),15.866666666666665,defeat,Aphelios,0,4,3,106,4600,8,SummonerHeal,SummonerFlash
62,2020-06-20,Summoner's Rift,Ranked (Draft Mode),21.68333333333333,victory,Xayah,4,0,3,173,8500,12,SummonerHeal,SummonerFlash
63,2020-06-20,Summoner's Rift,Ranked (Draft Mode),25.05,defeat,Xayah,2,5,3,147,7400,12,SummonerHeal,SummonerFlash
64,2020-06-20,Summoner's Rift,Normal (Draft Mode),47.783333333333324,defeat,Thresh,0,12,20,57,11300,17,SummonerExhaust,SummonerFlash
65,2020-06-20,Summoner's Rift,Normal (Draft Mode),18.65,victory,Blitzcrank,0,2,5,35,4300,10,SummonerExhaust,SummonerFlash
66,2020-06-20,Summoner's Rift,Normal (Draft Mode),35.45,victory,Ashe,12,7,11,259,17700,17,SummonerHeal,SummonerFlash
67,2020-06-19,Summoner's Rift,Normal (Draft Mode),30.68333333333333,victory,Ashe,10,4,14,215,14800,17,SummonerHeal,SummonerFlash
68,2020-06-19,Summoner's Rift,Ranked (Draft Mode),33.61666666666666,defeat,Miss Fortune,10,8,10,213,14800,15,SummonerHeal,SummonerFlash
69,2020-06-19,Summoner's Rift,Ranked (Draft Mode),33.5,defeat,Ashe,1,8,8,212,10200,15,SummonerHeal,SummonerFlash
70,2020-06-19,Summoner's Rift,Ranked (Draft Mode),25.133333333333333,defeat,Syndra,8,8,5,129,10200,13,SummonerTeleport,SummonerFlash
71,2020-06-19,Summoner's Rift,Normal (Draft Mode),37.633333333333326,victory,Ashe,2,4,14,269,13400,17,SummonerHeal,SummonerFlash
72,2020-06-19,Summoner's Rift,Ranked (Draft Mode),22.45,defeat,Aphelios,1,3,4,135,6800,11,SummonerHeal,SummonerFlash
73,2020-06-19,Summoner's Rift,Ranked (Draft Mode),34.03333333333333,victory,Miss Fortune,3,6,10,226,12800,16,SummonerHeal,SummonerFlash
74,2020-06-19,Summoner's Rift,Ranked (Draft Mode),26.766666666666662,defeat,Caitlyn,6,3,5,153,9500,12,SummonerHeal,SummonerFlash
75,2020-06-18,Summoner's Rift,Normal (Draft Mode),34.25,victory,Ashe,12,6,23,207,16100,16,SummonerHeal,SummonerFlash
76,2020-06-18,Summoner's Rift,Normal (Draft Mode),27.53333333333333,defeat,Xayah,8,4,4,181,10400,13,SummonerHeal,SummonerFlash
77,2020-06-18,Summoner's Rift,Normal (Draft Mode),23.96666666666666,victory,Aphelios,5,2,6,183,9800,13,SummonerHeal,SummonerFlash
78,2020-06-17,Summoner's Rift,Ranked (Draft Mode),24.85,defeat,Caitlyn,0,7,4,144,6500,11,SummonerHeal,SummonerFlash
79,2020-06-16,Summoner's Rift,Ranked (Draft Mode),45.6,defeat,Varus,4,4,13,281,16600,18,SummonerHeal,SummonerFlash
80,2020-06-16,Summoner's Rift,Ranked (Draft Mode),26.0,defeat,Miss Fortune,3,6,10,184,9500,13,SummonerHeal,SummonerFlash
81,2020-06-16,Summoner's Rift,Ranked (Draft Mode),21.95,victory,Miss Fortune,8,2,7,169,10600,12,SummonerHeal,SummonerFlash
82,2020-06-15,Summoner's Rift,Normal (Draft Mode),36.2,victory,Varus,8,8,16,192,14400,17,SummonerHeal,SummonerFlash
83,2020-06-15,Summoner's Rift,Ranked (Draft Mode),24.7,defeat,Aphelios,0,7,2,155,6900,10,SummonerHeal,SummonerFlash
84,2020-06-14,Summoner's Rift,Ranked (Draft Mode),29.48333333333333,victory,Miss Fortune,8,3,7,209,12200,14,SummonerHeal,SummonerFlash
85,2020-06-14,Summoner's Rift,Ranked (Draft Mode),26.216666666666658,victory,Miss Fortune,7,1,3,182,11000,13,SummonerHeal,SummonerFlash
86,2020-06-14,Summoner's Rift,,14.566666666666666,victory,Xayah,17,12,15,84,15800,14,SummonerExhaust,SummonerFlash
87,2020-06-14,Summoner's Rift,,18.083333333333332,victory,Kai'Sa,17,11,9,87,16900,16,SummonerBoost,SummonerFlash
88,2020-06-14,Summoner's Rift,,18.35,defeat,Vayne,10,13,8,102,15400,19,SummonerExhaust,SummonerFlash
89,2020-06-12,Summoner's Rift,Normal (Draft Mode),32.75,defeat,Ezreal,3,6,10,180,11000,15,SummonerHeal,SummonerFlash
90,2020-06-12,Summoner's Rift,Normal (Draft Mode),33.516666666666666,defeat,Ezreal,2,6,7,208,10400,15,SummonerHeal,SummonerFlash
91,2020-06-12,Summoner's Rift,Normal (Draft Mode),15.783333333333331,victory,Kai'Sa,4,1,6,99,6300,10,SummonerHeal,SummonerFlash
92,2020-06-12,Summoner's Rift,Ranked (Draft Mode),30.95,defeat,Heimerdinger,2,8,7,163,8800,14,SummonerTeleport,SummonerFlash
93,2020-06-11,Summoner's Rift,Ranked (Draft Mode),35.6,defeat,Ezreal,7,7,8,198,12100,15,SummonerHeal,SummonerFlash
94,2020-06-11,Summoner's Rift,Ranked (Draft Mode),23.43333333333333,defeat,Aphelios,4,7,7,132,7500,11,SummonerHeal,SummonerFlash
95,2020-06-11,Summoner's Rift,Ranked (Draft Mode),21.883333333333333,defeat,Miss Fortune,2,6,4,137,7100,12,SummonerHeal,SummonerFlash
96,2020-06-11,Summoner's Rift,Ranked (Draft Mode),21.083333333333332,defeat,Xayah,1,8,3,99,6200,10,SummonerHeal,SummonerFlash
97,2020-06-11,Summoner's Rift,Normal (Draft Mode),20.18333333333333,defeat,Miss Fortune,3,3,4,127,6900,11,SummonerHeal,SummonerFlash
98,2020-06-10,Summoner's Rift,Normal (Draft Mode),40.65,defeat,Veigar,11,11,6,227,16100,17,SummonerBarrier,SummonerFlash
99,2020-06-10,Summoner's Rift,Normal (Draft Mode),15.516666666666666,defeat,Nautilus,1,4,2,21,3600,7,SummonerDot,SummonerFlash
100,2020-06-10,Summoner's Rift,Normal (Draft Mode),48.15,defeat,Miss Fortune,10,6,16,365,20800,18,SummonerHeal,SummonerFlash
101,2020-06-10,Summoner's Rift,Normal (Draft Mode),38.33333333333332,defeat,Miss Fortune,10,7,7,277,15500,17,SummonerHeal,SummonerFlash
102,2020-06-10,Summoner's Rift,Normal (Draft Mode),24.816666666666663,victory,Thresh,0,2,8,29,5800,11,SummonerDot,SummonerFlash
103,2020-06-10,Summoner's Rift,Normal (Draft Mode),34.166666666666664,defeat,Miss Fortune,11,5,9,236,15000,15,SummonerHeal,SummonerFlash
104,2020-06-10,Summoner's Rift,Normal (Draft Mode),37.65,defeat,Caitlyn,5,8,10,210,13600,16,SummonerHeal,SummonerFlash
105,2020-06-10,Summoner's Rift,Normal (Draft Mode),32.06666666666666,defeat,Syndra,3,8,6,145,8800,13,SummonerTeleport,SummonerFlash
106,2020-06-10,Summoner's Rift,Ranked (Draft Mode),27.53333333333333,victory,Caitlyn,4,3,13,199,10800,14,SummonerHeal,SummonerFlash
107,2020-06-10,Summoner's Rift,Ranked (Draft Mode),34.03333333333333,victory,Miss Fortune,5,4,12,231,13600,16,SummonerHeal,SummonerFlash
108,2020-06-09,Summoner's Rift,Ranked (Draft Mode),32.31666666666666,victory,Miss Fortune,12,2,5,246,15300,16,SummonerHeal,SummonerFlash
109,2020-06-09,Summoner's Rift,Ranked (Draft Mode),31.133333333333333,defeat,Caitlyn,10,8,6,200,13500,14,SummonerHeal,SummonerFlash
110,2020-06-09,Summoner's Rift,Ranked (Draft Mode),27.73333333333333,victory,Xayah,7,8,7,127,10300,13,SummonerHeal,SummonerFlash
111,2020-06-09,Summoner's Rift,Normal (Draft Mode),16.666666666666664,defeat,Miss Fortune,1,3,1,105,4700,9,SummonerHeal,SummonerFlash
112,2020-06-09,Summoner's Rift,,17.066666666666666,defeat,Thresh,3,12,8,75,11000,14,SummonerBoost,SummonerFlash
113,2020-06-09,Summoner's Rift,Ranked (Draft Mode),23.35,defeat,Caitlyn,4,5,1,120,7000,11,SummonerHeal,SummonerFlash
114,2020-06-09,Summoner's Rift,Normal (Draft Mode),51.3,victory,Jinx,12,10,16,297,20800,18,SummonerFlash,SummonerHeal
115,2020-06-09,Summoner's Rift,Custom,12.716666666666665,victory,Caitlyn,0,0,0,28,54300,18,SummonerHeal,SummonerFlash
116,2020-06-09,Summoner's Rift,Normal (Draft Mode),26.133333333333333,defeat,Miss Fortune,3,6,5,183,9100,13,SummonerFlash,SummonerHeal
117,2020-06-08,Summoner's Rift,Normal (Draft Mode),28.866666666666664,victory,Miss Fortune,21,1,3,237,17000,16,SummonerHeal,SummonerFlash
118,2020-06-08,Summoner's Rift,Normal (Draft Mode),39.71666666666666,defeat,Miss Fortune,16,8,8,294,19200,17,SummonerHeal,SummonerFlash
119,2020-06-08,Summoner's Rift,Normal (Draft Mode),27.6,defeat,Miss Fortune,4,5,3,178,9600,11,SummonerHeal,SummonerFlash
120,2020-06-08,Summoner's Rift,Normal (Draft Mode),20.25,defeat,Xayah,1,4,1,117,5500,10,SummonerHeal,SummonerFlash
121,2020-06-08,Summoner's Rift,Normal (Draft Mode),36.58333333333332,defeat,Varus,8,10,9,213,14600,15,SummonerHeal,SummonerFlash
122,2020-06-08,Summoner's Rift,Normal (Draft Mode),16.43333333333333,victory,Varus,3,1,5,112,6700,9,SummonerHeal,SummonerFlash
123,2020-06-08,Summoner's Rift,Normal (Draft Mode),28.45,victory,Varus,7,7,13,170,11300,14,SummonerHeal,SummonerFlash
124,2020-06-08,Summoner's Rift,Normal (Draft Mode),40.05,victory,Lucian,5,11,10,194,13500,17,SummonerTeleport,SummonerFlash
125,2020-06-08,Summoner's Rift,Normal (Draft Mode),30.066666666666663,defeat,Xayah,5,5,11,173,11100,13,SummonerHeal,SummonerFlash
126,2020-06-08,Summoner's Rift,Ranked (Draft Mode),39.166666666666664,victory,Caitlyn,10,3,6,247,16500,17,SummonerHeal,SummonerFlash
127,2020-06-07,Summoner's Rift,Normal (Draft Mode),24.633333333333333,victory,Aphelios,3,6,9,142,8800,12,SummonerHeal,SummonerFlash
128,2020-06-07,Howling Abyss,,10.283333333333331,victory,Varus,11,5,18,34,8700,12,SummonerHeal,SummonerFlash
129,2020-06-07,Howling Abyss,,23.26666666666666,victory,Irelia,9,15,33,65,14700,18,SummonerSnowball,SummonerFlash
130,2020-06-07,Howling Abyss,,20.73333333333333,victory,Gnar,13,11,18,46,14000,18,SummonerSnowball,SummonerFlash
131,2020-06-07,Summoner's Rift,Normal (Draft Mode),30.7,victory,Syndra,4,10,16,130,10500,15,SummonerTeleport,SummonerFlash
132,2020-06-07,Summoner's Rift,Normal (Draft Mode),32.06666666666666,victory,Caitlyn,10,5,15,186,13100,15,SummonerHeal,SummonerFlash
133,2020-06-07,Summoner's Rift,Normal (Draft Mode),42.033333333333324,defeat,Ezreal,7,9,5,210,15500,17,SummonerHeal,SummonerFlash
134,2020-06-07,Summoner's Rift,Normal (Draft Mode),37.36666666666666,defeat,Syndra,13,8,11,221,16500,17,SummonerTeleport,SummonerFlash
135,2020-06-07,Summoner's Rift,Normal (Draft Mode),23.833333333333332,victory,Miss Fortune,12,2,4,168,12700,14,SummonerHeal,SummonerFlash
136,2020-06-07,Summoner's Rift,Normal (Draft Mode),27.45,victory,Xayah,7,3,13,184,11600,14,SummonerHeal,SummonerFlash
137,2020-06-07,Summoner's Rift,Ranked (Draft Mode),27.15,defeat,Caitlyn,5,7,1,145,8900,13,SummonerHeal,SummonerFlash
138,2020-06-06,Summoner's Rift,Normal (Draft Mode),38.08333333333332,defeat,Caitlyn,11,3,6,312,18600,18,SummonerHeal,SummonerFlash
139,2020-06-06,Summoner's Rift,Normal (Draft Mode),38.46666666666666,victory,Xayah,12,4,5,362,17900,18,SummonerHeal,SummonerFlash
140,2020-06-06,Summoner's Rift,Normal (Draft Mode),33.58333333333333,victory,Caitlyn,2,2,5,237,12800,15,SummonerHeal,SummonerFlash
141,2020-06-06,Summoner's Rift,,20.616666666666664,victory,Lucian,2,12,11,120,14400,19,SummonerExhaust,SummonerFlash
142,2020-06-06,Summoner's Rift,Normal (Draft Mode),48.9,defeat,Aphelios,9,10,5,376,20600,18,SummonerHeal,SummonerFlash
143,2020-06-06,Summoner's Rift,Normal (Draft Mode),41.55,defeat,Ashe,6,5,10,257,15200,17,SummonerHeal,SummonerFlash
144,2020-06-05,Summoner's Rift,Normal (Draft Mode),40.383333333333326,victory,Caitlyn,7,10,20,236,14900,17,SummonerHeal,SummonerFlash
145,2020-06-05,Summoner's Rift,,23.016666666666662,defeat,Ezreal,18,13,21,141,22500,22,SummonerExhaust,SummonerFlash
146,2020-06-04,Summoner's Rift,,14.35,victory,Lux,5,4,21,64,12800,14,SummonerBoost,SummonerFlash
147,2020-06-04,Summoner's Rift,,22.866666666666664,victory,Sivir,17,11,9,161,21300,22,SummonerExhaust,SummonerFlash
148,2020-06-04,Summoner's Rift,Normal (Draft Mode),31.78333333333333,victory,Heimerdinger,2,6,3,165,9400,16,SummonerTeleport,SummonerFlash
149,2020-06-03,Summoner's Rift,Normal (Draft Mode),41.71666666666666,defeat,Caitlyn,7,9,7,204,14200,17,SummonerHeal,SummonerFlash
150,2020-06-03,Summoner's Rift,Normal (Draft Mode),3.333333333333333,earlysurrender,Caitlyn,1,0,0,16,1500,2,SummonerHeal,SummonerFlash
151,2020-06-03,Summoner's Rift,Normal (Draft Mode),29.0,victory,Varus,5,3,7,186,11200,13,SummonerHeal,SummonerFlash
152,2020-06-02,Summoner's Rift,Normal (Draft Mode),28.65,victory,Varus,3,1,6,199,9500,13,SummonerHeal,SummonerFlash
153,2020-06-02,Summoner's Rift,Normal (Draft Mode),34.15,victory,Ashe,9,9,17,180,13400,15,SummonerHeal,SummonerFlash
154,2020-06-02,Summoner's Rift,Normal (Draft Mode),30.583333333333332,victory,Ezreal,4,1,7,183,10800,14,SummonerHeal,SummonerFlash
155,2020-06-02,Summoner's Rift,Normal (Draft Mode),31.65,victory,Caitlyn,6,5,14,171,11900,14,SummonerHeal,SummonerFlash
156,2020-06-02,Summoner's Rift,Normal (Draft Mode),39.2,defeat,Ashe,12,7,10,251,16600,17,SummonerHeal,SummonerFlash
157,2020-06-02,Summoner's Rift,,18.71666666666666,victory,Ezreal,21,6,11,171,20700,18,SummonerBoost,SummonerFlash
158,2020-06-01,Summoner's Rift,Ranked (Draft Mode),36.86666666666666,defeat,Lucian,7,7,14,245,14600,18,SummonerHeal,SummonerFlash
